magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami,timestamp,Location
6.5,6,7,698,390,0,17.7,27,-19.394,-70.321,2009,11,0,1.25925E+12,Chile
7.3,0,4,820,430,0,15,595,-17.239,178.331,2009,11,0,1.25956E+12,Fiji
6.6,7,6,677,305,0,20.4,18,-8.207,118.631,2009,11,0,1.25891E+12,Indonesia
6.8,0,6,711,424,0,21.4,34,29.218,129.782,2009,10,0,1.25519E+12,Japan
6.9,4,6,972,397,0,11,130,-6.133,130.385,2009,10,0,1.25446E+12,Indonesia
6.8,0,5,711,174,0,30.2,35,-13.298,165.91,2009,10,0,1.25496E+12,Offshore/International Waters
7.4,0,7,842,314,0,20.2,31.1,-13.093,166.497,2009,10,0,1.25503E+12,Solomon Islands
7.8,0,6,936,195,0,20.3,35,-12.517,166.382,2009,10,0,1.25482E+12,Solomon Islands
7.7,4,7,916,283,0,23.2,45,-13.006,166.51,2009,10,0,1.2549E+12,Solomon Islands
6.6,7,7,787,417,0,30.1,9,-2.482,101.524,2009,10,0,1.25674E+12,Indonesia
7.6,8,8,1639,498,0,14,81,-0.72,99.867,2009,9,0,1.25246E+12,Indonesia
8.1,7,6,1055,520,0,20.8,18,-15.489,-172.095,2009,9,0,1.25315E+12,Tonga
7,7,7,1175,312,0,16.3,46,-7.782,107.297,2009,9,0,1.25365E+12,Indonesia
6.7,5,6,753,369,0,14.9,20,-1.479,99.49,2009,8,0,1.24958E+12,Indonesia
6.6,4,5,703,336,0,14.1,53,32.821,140.395,2009,8,0,1.24943E+12,Japan
7.5,7,6,1248,303,0,18.2,24,14.099,92.902,2009,8,0,1.24954E+12,Myanmar
7.1,5,4,1005,447,0,14.2,292,33.167,137.944,2009,8,0,1.25023E+12,Japan
6.9,5,7,1202,243,0,35,10,29.039,-112.903,2009,8,0,1.2515E+12,United States (Lower 48)
7.8,6,8,1165,434,0,16.8,12,-45.762,166.562,2009,7,0,1.24824E+12,New Zealand
6.7,5,5,693,269,0,13.8,64,-5.157,153.782,2009,6,0,1.24601E+12,Papua New Guinea
7.3,7,8,1560,464,0,27.2,19,16.731,-86.217,2009,5,0,1.24187E+12,Honduras
7.6,7,5,916,504,0,14,31,-23.043,-174.66,2009,3,0,1.23594E+12,Tonga
7.2,3,7,802,432,0,18.6,20,3.886,126.387,2009,2,0,1.23535E+12,Indonesia
7.4,7,7,846,314,0,21.1,23,-0.691,133.305,2009,1,0,1.23195E+12,Indonesia
6.6,5,4,765,344,0,22.6,204.8,36.419,70.743,2009,1,0,1.23312E+12,Pakistan
7.7,5,7,918,288,0,29.8,17,-0.414,132.885,2009,1,0,1.23203E+12,Indonesia
7.4,9,7,848,365,0,33.7,30,1.271,122.091,2008,11,0,1.22621E+12,Indonesia
6.7,5,6,731,481,0,28.6,24,14.423,-92.364,2008,10,0,1.22345E+12,Mexico
6.7,0,6,691,529,0,22.3,27.4,39.533,73.824,2008,10,0,1.22282E+12,China
6.8,0,6,711,500,0,22.2,25,41.892,143.754,2008,9,0,1.22072E+12,Japan
6.6,0,6,670,463,0,14.1,96,1.885,127.363,2008,9,0,1.22025E+12,Indonesia
6.9,0,6,732,531,0,14.9,110,-13.501,166.967,2008,9,0,1.22221E+12,Vanuatu
6.7,4,7,692,325,0,28,12,30.901,83.52,2008,8,0,1.21834E+12,China
6.8,8,7,1046,633,0,20.2,108,39.802,141.464,2008,7,0,1.21522E+12,Japan
7,5,5,840,577,0,18.2,22,37.552,142.214,2008,7,0,1.21511E+12,Japan
6.9,5,5,825,0,0,0,25.5,37.55,142.714,2008,7,0,1.21597E+12,Japan
6.6,4,5,680,630,0,18.4,17,11.005,91.824,2008,6,0,1.21404E+12,India
6.9,7,8,888,654,0,17.1,7.8,39.03,140.881,2008,6,0,1.21366E+12,Japan
7.9,9,9,1870,774,0,11.3,19,31.002,103.322,2008,5,0,1.21136E+12,China
6.9,5,5,910,519,0,21.1,27,36.164,141.526,2008,5,0,1.2112E+12,Japan
7.3,0,6,820,486,0,13.4,33,-20.071,168.892,2008,4,0,1.20907E+12,Vanuatu
7.2,0,7,798,532,0,25.9,10,35.49,81.467,2008,3,0,1.20663E+12,China
6.9,4,5,740,544,0,25.9,24,13.351,125.63,2008,3,0,1.2048E+12,Philippines
6.7,5,6,696,543,0,15.1,25,-2.245,99.808,2008,2,0,1.20233E+12,Indonesia
6.6,4,6,674,421,0,17.7,25,-2.332,99.891,2008,2,0,1.20385E+12,Indonesia
7.2,4,7,832,505,0,18.4,25,-2.486,99.972,2008,2,0,1.2023E+12,Indonesia
6.5,4,6,654,429,0,28.3,22,-2.405,99.931,2008,2,0,1.20364E+12,Indonesia
7.4,5,7,914,607,0,16.4,26,2.768,95.964,2008,2,0,1.20329E+12,Indonesia
6.5,8,5,692,650,0,30.7,28,36.345,21.863,2008,2,0,1.20303E+12,Greece
6.9,6,6,941,645,0,30.6,29,36.501,21.67,2008,2,0,1.2028E+12,Greece
6.5,7,6,723,521,0,27.6,83,16.357,-94.304,2008,2,0,1.20281E+12,Mexico
6.6,7,6,808,461,0,18.8,20,-39.011,178.291,2007,12,0,1.19726E+12,New Zealand
6.7,5,7,704,481,0,30.3,45,-22.954,-70.182,2007,12,0,1.19814E+12,Chile
7.4,7,7,1542,663,0,13.4,156,14.944,-61.274,2007,11,0,1.19391E+12,Offshore/International Waters
6.6,3,6,672,280,0,26.9,16,-10.95,162.149,2007,11,0,1.19571E+12,Solomon Islands
6.5,5,7,653,272,0,27.6,18,-8.224,118.467,2007,11,0,1.19464E+12,Indonesia
6.5,7,7,657,353,0,27.5,20,-8.292,118.37,2007,11,0,1.19494E+12,Indonesia
6.8,6,6,722,341,0,15.9,53,-5.757,147.098,2007,11,0,1.19562E+12,Papua New Guinea
6.8,7,6,790,649,0,27,122.9,-2.312,-77.838,2007,11,0,1.19572E+12,Colombia
6.8,6,7,716,285,0,40.1,26,-22.925,-70.237,2007,11,0,1.19617E+12,Chile
7.7,8,7,995,610,0,22.4,40,-22.247,-69.89,2007,11,0,1.19519E+12,Chile
6.8,3,5,713,494,0,23.9,21,-3.899,101.02,2007,10,0,1.19295E+12,Indonesia
6.8,4,7,744,338,0,19,18,-44.796,167.553,2007,10,0,1.19218E+12,New Zealand
6.8,4,5,713,348,0,15.5,40,-4.99,153.5,2007,9,0,1.19088E+12,Papua New Guinea
6.7,3,5,696,503,0,26.9,30,-1.999,100.141,2007,9,0,1.18942E+12,Indonesia
7,4,7,768,537,0,23.1,22,-2.13,99.627,2007,9,0,1.18936E+12,Indonesia
6.5,0,5,650,409,0,26.2,28.9,-1.689,99.668,2007,9,0,1.1906E+12,Indonesia
7.9,8,7,1133,446,0,29.1,35,-2.625,100.841,2007,9,0,1.1892E+12,Indonesia
7.8,7,8,1152,0,0,0,40.5,-2.52,100.139,2007,9,0,1.19042E+12,Indonesia
8.4,0,6,1086,411,0,32.3,34,-4.438,101.367,2007,9,0,1.19072E+12,Indonesia
6.8,5,6,747,653,0,17.6,15,2.966,-77.963,2007,9,0,1.19074E+12,Colombia
7.2,0,5,798,312,0,21.3,35,-11.61,165.762,2007,9,0,1.19109E+12,Solomon Islands
6.5,5,6,675,382,0,12.8,15,-9.834,159.465,2007,8,0,1.18751E+12,Solomon Islands
8,9,8,1385,625,0,25.7,39,-13.386,-76.603,2007,8,0,1.18642E+12,Peru
7.5,0,5,865,228,0,30.7,280,-5.859,107.419,2007,8,0,1.18665E+12,Indonesia
7.2,7,7,803,494,0,20.4,120,-15.595,167.68,2007,8,0,1.18753E+12,Vanuatu
6.9,3,5,734,374,0,24.1,25,2.872,127.464,2007,7,0,1.18459E+12,Indonesia
6.8,5,4,779,664,0,18.2,350.4,36.808,134.85,2007,7,0,1.18395E+12,Japan
6.6,8,8,831,782,0,16.7,12,37.535,138.446,2007,7,0,1.18515E+12,Japan
6.7,6,6,972,468,0,37.7,23,13.554,-90.618,2007,6,0,1.18302E+12,Guatemala
6.9,0,7,732,305,0,15.3,10,-7.306,155.741,2007,4,0,1.17729E+12,Solomon Islands
6.6,0,7,670,251,0,16,10,-7.169,155.777,2007,4,0,1.17763E+12,Solomon Islands
8.1,9,8,1025,439,0,14.7,24,-8.466,157.043,2007,4,0,1.17736E+12,Solomon Islands
6.7,7,8,782,493,0,23.9,8,37.336,136.588,2007,3,0,1.17469E+12,Japan
7.1,3,6,779,426,0,25.3,34,-20.617,169.357,2007,3,0,1.17337E+12,Offshore/International Waters
6.7,0,6,691,253,0,40.3,12,-1.034,126.976,2007,2,0,1.1717E+12,Indonesia
7.5,6,5,874,570,0,21.6,22,1.065,126.282,2007,1,0,1.16916E+12,Indonesia
8.1,4,5,1034,606,0,14,10,46.243,154.524,2007,1,0,1.16933E+12,Russia (Far East)
6.9,6,7,798,466,0,31.6,10,21.974,120.493,2006,12,0,1.16555E+12,China
7.1,8,7,1023,744,0,29.1,10,21.799,120.547,2006,12,0,1.16634E+12,China
8.3,4,7,1064,576,0,20.9,10,46.592,153.266,2006,11,0,1.16274E+12,Russia (Far East)
6.6,0,6,670,352,0,18.6,11,-6.482,151.195,2006,11,0,1.16446E+12,Papua New Guinea
6.7,5,6,732,444,0,53.4,23,-13.457,-76.677,2006,10,0,1.15979E+12,Peru
6.7,5,6,692,533,0,15.6,32,-5.881,150.982,2006,10,0,1.15991E+12,Papua New Guinea
6.7,8,9,1481,43,0,124,38.182,19.877,-155.935,2006,10,0,1.16069E+12,United States (Hawaii)
6.9,3,3,737,702,0,20.9,28,-16.592,-172.033,2006,9,0,1.15819E+12,Tonga
6.8,0,6,711,459,0,28.4,38,-6.759,155.512,2006,9,0,1.15743E+12,Solomon Islands
6.5,0,6,650,700,0,47.4,43,51.148,157.522,2006,8,0,1.15596E+12,Russia (Far East)
6.8,5,5,713,551,0,26.2,150,-15.798,167.789,2006,8,0,1.15697E+12,Vanuatu
7.7,7,5,947,357,0,36.8,20,-9.284,107.419,2006,7,0,1.15212E+12,Indonesia
6.5,0,6,650,477,0,20.3,34,-5.724,151.133,2006,5,0,1.14849E+12,Papua New Guinea
6.6,0,7,670,548,0,28,19,60.772,165.743,2006,5,0,1.14749E+12,Russia (Far East)
6.8,4,5,719,701,0,16.3,12,0.093,97.05,2006,5,0,1.14891E+12,Indonesia
8,7,7,1013,626,0,20.7,55,-20.187,-174.123,2006,5,0,1.14774E+12,Tonga
8,8,9,1026,0,0,0,60.5,-19.99,-173.907,2006,5,0,1.14828E+12,Tonga
6.5,7,7,653,282,0,46.3,12,-27.211,-71.056,2006,4,0,1.14505E+12,Chile
6.7,6,7,696,277,0,25.6,12,-27.017,-71.022,2006,4,0,1.14538E+12,Chile
6.6,0,8,670,645,0,28.4,11,60.491,167.516,2006,4,0,1.14585E+12,Russia (Far East)
7.6,0,8,889,579,0,18.5,22,60.949,167.089,2006,4,0,1.14409E+12,Russia (Far East)
6.5,3,5,654,247,0,25.5,14,-16.527,176.989,2006,4,0,1.1439E+12,Fiji
6.7,0,7,691,306,0,21.3,30.1,-3.595,127.214,2006,3,0,1.14127E+12,Indonesia
7,5,9,891,412,0,23.2,11,-21.324,33.583,2006,2,0,1.14111E+12,Offshore/International Waters
6.7,7,6,934,769,0,19.7,66,36.311,23.212,2006,1,0,1.13767E+12,Greece
6.6,7,6,703,323,0,48.2,14,28.164,-112.117,2006,1,0,1.13707E+12,United States (Lower 48)
6.5,6,5,721,529,0,20.5,224.6,36.357,71.093,2005,12,0,1.13448E+12,Pakistan
6.8,5,7,744,561,0,20,22,-6.224,29.83,2005,12,0,1.13514E+12,Offshore/International Waters
6.5,4,5,683,464,0,48.8,29,38.089,142.122,2005,12,0,1.13464E+12,Japan
6.5,3,6,651,358,0,20.7,21,2.164,96.786,2005,11,0,1.13148E+12,Indonesia
6.8,0,6,711,509,0,30.1,147,-22.361,-67.895,2005,11,0,1.13315E+12,Chile
7.6,9,9,1267,724,0,21.1,26,34.539,73.588,2005,10,0,1.12964E+12,China
6.6,0,6,670,402,0,17.7,25,-5.437,151.84,2005,9,0,1.12771E+12,Papua New Guinea
7.5,8,7,1018,696,0,26.2,115,-5.678,-76.398,2005,9,0,1.12745E+12,Peru
7.6,5,7,891,502,0,20,90,-4.539,153.474,2005,9,0,1.12785E+12,Papua New Guinea
7.2,7,7,1104,698,0,19.6,36,38.276,142.039,2005,8,0,1.12327E+12,Japan
7.2,4,5,808,636,0,26.4,16,7.92,92.19,2005,7,0,1.12243E+12,India
6.7,3,6,693,398,0,22.3,21,1.819,97.082,2005,7,0,1.12099E+12,Indonesia
6.6,6,5,719,446,0,21.1,27,11.245,-86.172,2005,7,0,1.12057E+12,Nicaragua
7.2,5,4,1318,420,0,31.4,16,41.292,-125.953,2005,6,0,1.11962E+12,Offshore/International Waters
7.8,8,7,1020,714,0,16.1,115.6,-19.987,-69.197,2005,6,0,1.12013E+12,Chile
6.9,5,7,740,635,0,26,30,1.989,97.041,2005,5,0,1.11522E+12,Indonesia
6.7,6,5,731,695,0,20.9,34,0.587,98.459,2005,5,0,1.11643E+12,Indonesia
6.5,3,6,657,478,0,21.2,30,-1.714,99.779,2005,4,0,1.11408E+12,Indonesia
6.7,5,6,717,656,0,21.2,19,-1.644,99.607,2005,4,0,1.1135E+12,Indonesia
8.6,0,8,1138,510,0,22.1,30,2.085,97.108,2005,3,0,1.1116E+12,Indonesia
6.6,8,7,805,401,0,22.9,10,33.807,130.131,2005,3,0,1.11224E+12,Japan
7.1,0,5,776,569,0,18.1,201.7,-6.527,129.933,2005,3,0,1.1104E+12,Indonesia
6.8,0,6,711,444,0,33.8,36,2.908,95.592,2005,2,0,1.10764E+12,Indonesia
6.5,0,7,650,371,0,31.8,10,-5.562,122.129,2005,2,0,1.109E+12,Indonesia
6.5,3,5,652,286,0,47.3,39.7,4.756,126.421,2005,2,0,1.10768E+12,Philippines
6.7,0,4,691,457,0,30.2,206.3,-14.252,167.259,2005,2,0,1.10943E+12,Vanuatu
7.1,7,3,782,640,0,26.4,525,5.293,123.337,2005,2,0,1.10892E+12,Philippines
6.6,6,4,676,225,0,78.5,27.8,34.064,141.491,2005,1,0,1.10501E+12,Japan
6.6,0,5,670,353,0,31.9,16.1,8.879,92.375,2004,12,0,1.10269E+12,India
7.2,5,6,802,385,0,27.9,39.2,6.91,92.958,2004,12,0,1.10328E+12,India
9.1,0,8,1274,601,0,22,30,3.295,95.982,2004,12,0,1.1037E+12,Indonesia
8.1,0,5,1009,331,0,59.3,10,-49.312,161.345,2004,12,0,1.1035E+12,Offshore/International Waters
6.8,5,6,858,639,0,21.8,10,18.958,-81.409,2004,12,0,1.10297E+12,Offshore/International Waters
6.8,4,7,724,759,0,23.6,35,42.9,145.228,2004,12,0,1.10284E+12,Japan
7,4,7,771,929,0,23.9,39,43.006,145.119,2004,11,0,1.10089E+12,Japan
7.1,0,7,776,439,0,28.8,10,-3.609,135.404,2004,11,0,1.1006E+12,Indonesia
7.1,5,5,782,585,0,14.7,10,-46.676,164.721,2004,11,0,1.0993E+12,Offshore/International Waters
7.2,8,8,820,708,0,50.2,15,4.695,-77.508,2004,11,0,1.09992E+12,Colombia
7.5,5,7,870,301,0,33.8,10,-8.152,124.868,2004,11,0,1.09969E+12,Indonesia
6.7,0,6,691,233,0,21.5,10,-11.128,162.208,2004,11,0,1.10079E+12,Solomon Islands
6.7,7,4,703,459,0,37.3,10,49.277,-128.772,2004,11,0,1.10118E+12,Canada
6.6,0,8,670,782,0,37,16,37.226,138.779,2004,10,0,1.09778E+12,Japan
6.7,5,6,705,698,0,24.7,94,24.53,122.694,2004,10,0,1.09796E+12,China
7,0,6,754,441,0,32.2,35,11.422,-86.665,2004,10,0,1.09909E+12,Nicaragua
6.5,5,5,665,526,0,18.3,105,13.925,120.534,2004,10,0,1.09661E+12,Philippines
6.8,0,6,711,545,0,15.7,36,-10.951,162.161,2004,10,0,1.0973E+12,Solomon Islands
6.6,0,4,670,478,0,29.8,10,33.205,137.227,2004,9,0,1.09612E+12,Japan
7.4,0,5,842,594,0,27.5,10,33.184,137.071,2004,9,0,1.09425E+12,Japan
7.2,0,5,798,643,0,28.4,14,33.07,136.618,2004,9,0,1.09588E+12,Japan
6.5,0,7,650,349,0,30.1,5,-35.173,-70.525,2004,8,0,1.09381E+12,Chile
6.5,0,7,650,305,0,39,13.4,-0.443,133.091,2004,7,0,1.09077E+12,Indonesia
6.9,0,5,732,798,0,31.2,188.6,55.682,160.003,2004,6,0,1.08623E+12,Russia (Far East)
6.6,0,7,670,282,0,46.9,21,-37.695,-73.406,2004,5,0,1.08339E+12,Chile
6.7,0,5,691,386,0,27.6,65.8,-9.362,122.839,2004,4,0,1.08236E+12,Indonesia
6.5,0,4,650,424,0,29.9,228.4,-13.174,167.198,2004,4,0,1.08081E+12,Solomon Islands
6.6,0,4,670,728,0,18.3,187.1,36.512,71.029,2004,4,0,1.081E+12,Pakistan
6.7,0,7,691,256,0,33.3,25.7,-3.665,135.339,2004,2,0,1.07628E+12,Indonesia
7.3,0,7,820,390,0,23,10,-4.003,135.023,2004,2,0,1.07612E+12,Indonesia
7,0,7,754,367,0,33,16.6,-3.615,135.538,2004,2,0,1.07714E+12,Indonesia
6.7,0,6,691,243,0,42.5,17.4,-3.12,127.4,2004,1,0,1.0733E+12,Indonesia
7.3,0,4,820,235,0,46.6,10,-22.015,169.766,2003,12,0,1.07219E+12,Offshore/International Waters
6.6,0,9,670,552,0,44.8,10,28.995,58.311,2003,12,0,1.07103E+12,Iran
6.5,0,6,650,405,0,48.4,33,8.416,-82.824,2003,12,0,1.07196E+12,Costa Rica
6.5,7,9,1390,65,0.04685,71,8.382,35.7005,-121.101,2003,12,0,1.07201E+12,United States (Lower 48)
6.8,0,7,711,447,0,27.7,10,23.039,121.362,2003,12,0,1.0713E+12,China
6.6,0,6,670,384,0,25.1,35,-5.581,150.88,2003,11,0,1.07009E+12,Papua New Guinea
6.5,0,6,650,487,0,45.9,35,12.025,125.416,2003,11,0,1.06852E+12,Philippines
6.6,0,5,670,475,0,26.2,113.7,-19.262,168.892,2003,11,0,1.06858E+12,Vanuatu
7,0,5,754,568,0,61.2,10,37.812,142.619,2003,10,0,1.06505E+12,Japan
6.7,0,6,691,556,0,55.4,32,42.648,144.57,2003,10,0,1.06544E+12,Japan
6.7,0,7,691,643,0,24.5,10,50.211,87.721,2003,10,0,1.06625E+12,China
6.5,0,5,650,586,0,71.3,25,42.45,144.38,2003,9,0,1.06261E+12,Japan
7.3,0,7,820,667,0,24.5,16,50.038,87.813,2003,9,0,1.06406E+12,China
7.4,0,7,842,514,0,78.8,33,41.774,143.593,2003,9,0,1.06345E+12,Japan
8.16,0,9,1024,0,0,0,27,41.815,143.91,2003,9,0,1.0632E+12,Japan
6.6,0,7,670,518,0,24.7,10,19.917,95.672,2003,9,0,1.06492E+12,China
7.2,0,7,798,428,0,17.5,28,-45.104,167.144,2003,8,0,1.06143E+12,New Zealand
7.6,0,6,889,315,0,25.2,10,-60.532,-43.411,2003,8,0,1.06107E+12,Offshore/International Waters
6.5,0,6,650,156,0,31.4,33,-3.828,152.174,2003,7,0,1.05864E+12,Papua New Guinea
6.8,0,7,711,398,0,39.1,33,-30.608,-71.637,2003,6,0,1.05505E+12,Chile
6.9,0,5,732,733,0,26.7,174.8,55.492,159.999,2003,6,0,1.05597E+12,Russia (Far East)
6.6,0,6,670,419,0,27.8,33,-5.095,152.502,2003,6,0,1.05563E+12,Papua New Guinea
7,0,6,754,473,0,30.3,31,2.354,128.855,2003,5,0,1.05228E+12,Indonesia
7,0,7,754,690,0,19.1,68,38.849,141.568,2003,5,0,1.05281E+12,Japan
6.8,0,9,711,534,0,19.4,12,36.964,3.634,2003,5,0,1.05245E+12,Algeria
6.5,0,7,650,247,0,28.7,33,-8.294,120.743,2003,3,0,1.04648E+12,Indonesia
6.8,0,7,711,431,0,38.4,40.2,-4.694,153.238,2003,3,0,1.04672E+12,Papua New Guinea
7.6,0,7,889,551,0,0,24,18.77,-104.104,2003,1,0,1.0437E+12,Mexico
6.5,0,6,650,316,0,0,24,13.626,-90.774,2003,1,0,1.04282E+12,Guatemala
7.3,0,6,820,457,0,0,33,-10.491,160.77,2003,1,0,1.04293E+12,Solomon Islands
6.7,0,5,691,323,0,0,71.9,-5.311,153.701,2003,1,0,1.04154E+12,Papua New Guinea
6.7,0,6,691,453,0,0,34,-4.786,153.275,2002,12,0,1.03888E+12,Papua New Guinea
7.9,8,9,1750,0,0,0,4.2,63.5141,-147.453,2002,11,0,1.03678E+12,United States (Alaska)
7.4,0,7,842,418,0,0,30,2.824,96.085,2002,11,0,1.03625E+12,Indonesia
6.6,0,7,670,0,0,0,4.2,63.5144,-147.912,2002,10,0,1.03377E+12,United States (Alaska)
6.7,0,7,691,250,0,0,10,-1.511,133.973,2002,10,0,1.03597E+12,Indonesia
7.6,0,7,889,375,0,0,10,-1.757,134.297,2002,10,0,1.03428E+12,Indonesia
6.5,0,6,650,646,0,0,21,13.036,93.068,2002,9,0,1.03135E+12,Myanmar
7.6,0,7,889,428,0,0,13,-3.302,142.945,2002,9,0,1.03284E+12,Papua New Guinea
6.5,0,4,650,260,0,0,30,14.101,146.199,2002,8,0,1.03024E+12,Offshore/International Waters
6.5,0,7,650,533,0,0,10,7.929,-82.793,2002,7,0,1.02771E+12,Panama
6.5,0,8,650,555,0,0,10,35.626,49.047,2002,6,0,1.02447E+12,Iran
6.6,0,7,670,420,0,0,54,-30.805,-71.124,2002,6,0,1.02343E+12,Chile
6.7,0,5,691,272,0,0,33,-12.592,166.383,2002,6,0,1.02425E+12,Solomon Islands
7.1,0,7,776,257,0,0,85.7,13.088,144.619,2002,4,0,1.01786E+12,Offshore/International Waters
6.7,0,7,691,462,0,0,62,-27.535,-70.586,2002,4,0,1.01807E+12,Chile
6.8,0,6,711,292,0,0,24.9,16.985,-100.865,2002,4,0,1.01916E+12,Mexico
7.1,0,6,776,550,0,0,32.8,24.279,122.179,2002,3,0,1.01549E+12,China
6.5,0,5,650,486,0,0,125.1,-21.663,-68.329,2002,3,0,1.01608E+12,Chile
7.5,0,7,865,321,0,0,31,6.033,124.249,2002,3,0,1.01708E+12,Philippines
7.4,0,5,842,138,0,0,225.6,36.502,70.482,2002,3,0,1.01564E+12,Pakistan
6.6,0,6,670,444,0,0,39,-5.345,151.248,2002,2,0,1.01336E+12,Papua New Guinea
6.5,0,7,650,482,0,0,5,38.573,31.271,2002,2,0,1.01471E+12,Turkey
6.7,0,8,691,333,0,0,11,-3.212,142.427,2002,1,0,1.01078E+12,Papua New Guinea
6.6,0,6,670,386,0,0,10,-17.664,168.004,2002,1,0,1.01147E+12,Vanuatu
7.2,0,6,798,427,0,0,21,-17.6,167.856,2002,1,0,1.01212E+12,Vanuatu
6.8,0,7,711,385,0,0,16,-9.613,159.53,2001,12,0,1.00779E+12,Solomon Islands
6.8,0,5,711,499,0,0,14,23.954,122.734,2001,12,0,1.00781E+12,China
6.5,0,5,650,605,0,0,123.8,39.402,141.089,2001,12,0,1.00729E+12,Japan
7.8,0,9,936,368,0,0,10,35.946,90.541,2001,11,0,1.00664E+12,China
7,0,7,754,254,0,0,33,-5.912,150.196,2001,10,0,1.00261E+12,Papua New Guinea
7.5,0,6,865,234,0,0,33,-4.102,123.907,2001,10,0,1.00205E+12,Indonesia
7,0,6,754,482,0,0,37,12.686,144.98,2001,10,0,1.00426E+12,Offshore/International Waters
6.5,0,6,650,174,0,0,33,-0.578,133.13,2001,9,0,1.00172E+12,Indonesia
6.6,6,6,754,0,0,0,131.8,58.775,-154.701,2001,7,0,9.95898E+11,United States (Alaska)
6.5,0,8,650,483,0,0,10,39.059,24.244,2001,7,0,9.95561E+11,Greece
7.6,0,7,889,398,0,0,33,-17.543,-72.077,2001,7,0,9.96441E+11,Peru
6.6,0,7,670,324,0,0,62,-16.086,-73.987,2001,7,0,9.94735E+11,Peru
6.7,0,6,691,422,0,0,24,-17.745,-71.649,2001,6,0,9.93221E+11,Peru
8.4,0,8,1086,518,0,0,33,-16.265,-73.641,2001,6,0,9.93891E+11,Peru
6.7,0,6,691,282,0,0,17,-7.41,155.865,2001,4,0,9.87404E+11,Solomon Islands
6.8,0,7,711,596,0,0,50,34.083,132.526,2001,3,0,9.83833E+11,Japan
6.5,0,6,650,206,0,0,33,-4.029,128.02,2001,3,0,9.84563E+11,Indonesia
6.8,7,7,1441,67,0,31,51.798,47.149,-122.727,2001,2,0,9.83272E+11,United States (Lower 48)
7.1,0,7,776,426,0,0,35,1.271,126.249,2001,2,0,9.8288E+11,Indonesia
7.4,0,6,842,221,0,0,36,-4.68,102.562,2001,2,0,9.8117E+11,Indonesia
6.6,0,8,670,273,0,0,10,13.671,-88.938,2001,2,0,9.81774E+11,Guatemala
7.7,0,9,912,472,0,0,16,23.419,70.232,2001,1,0,9.80339E+11,India
6.9,0,6,732,117,0,0,28,-4.022,101.776,2001,1,0,9.80684E+11,Indonesia
7.7,0,8,912,427,0,0,60,13.049,-88.66,2001,1,0,9.80945E+11,El Salvador
6.9,5,7,745,0,0,0,36.4,56.7744,-153.281,2001,1,0,9.80896E+11,United States (Alaska)
7.1,0,7,776,372,0,0,103,-14.928,167.17,2001,1,0,9.78363E+11,Vanuatu
6.8,0,5,711,64,0,0,33,6.631,126.899,2001,1,0,9.80749E+11,Offshore/International Waters
7.5,0,7,865,324,0,0,33,6.898,126.579,2001,1,0,9.79788E+11,Philippines
